,tx,ty
0,0.23740741424294498,0.33042337218673623
1,0.07456280388706915,0.20473469655661347
2,0.14665028906328814,0.3041139037008094
3,0.11324822620748876,0.2191577601642507
4,0.4344054296690061,0.046271354837614354
5,0.04415245925149236,0.2808549437245276
6,0.37049906981395253,0.16808115686964697
7,0.26388289573026924,0.22256564461953587
8,0.2567456524071332,0.4966227958268661
9,0.4279339881644617,0.38763779574748725
10,0.4927326138591752,0.20891269101569065
11,0.26672709966268826,0.14327499277764844
12,0.4353372939507878,0.01886791457975079
13,0.1341037616026597,0.25690183769538066
14,0.09628324396444299,0.13437571426893413
15,0.356027292510241,0.24960495888029044
16,0.23237540182434913,0.3767360534305553
17,0.46043790362809034,0.35600139327622315
18,0.08738309107940267,0.29885852057893914
19,0.4004369919813655,0.2943994315231109
20,0.21001777331083105,0.16756019735819194
21,0.23018799486293062,0.4952403167995172
22,0.022459568791290963,0.29662110119201657
23,0.014443565436209838,0.4368217341495537
24,0.37187828818208146,0.42646941614351874
25,0.2772632510617896,0.24090145284333886
26,0.1899838882395386,0.48584949924664755
27,0.45396821649494257,0.04155699444546457
28,0.13293652034775505,0.4301679169129926
29,0.1688775886474403,0.1315850351766059
30,0.2698845453376748,0.14482813549302875
31,0.45419303600622385,0.019058207663434246
32,0.47613730052417225,0.1956323607242112
33,0.46386222796007104,0.33216132544087884
34,0.23346662662436302,0.09240435784174394
35,0.18121811483185013,0.12463644326620482
36,0.4183224907765464,0.46040281412302164
37,0.36585708097588565,0.2997738780591277
38,0.37455267893158606,0.322431035735967
39,0.08013285590849506,0.25611045899771057
40,0.40626283313731903,0.4425607744553943
41,0.08599229241537643,0.009896278035611772
42,0.3360402248903469,0.36242452239172707
43,0.1694743746706706,0.4364984691226539
44,0.13373543533949572,0.4161107759548628
45,0.3073951510659896,0.2675279315015615
46,0.15798385603216758,0.05368278005411753
47,0.4792707032214665,0.4352555692468485
48,0.3814059952912032,0.4617719155491784
49,0.3639913304132705,0.27579570046614066
50,0.18893176279283352,0.34084630986703957
51,0.3788038328995924,0.05731493654447917
52,0.11972818387533835,0.08385780458790748
53,0.48741269669339005,0.35992642724650636
54,0.03700639080125967,0.04620610739512898
55,0.4646992127612606,0.2249649023156124
56,0.30651553273868615,0.06144643227894164
57,0.25981867166184713,0.3299226150449428
58,0.05198266873394175,0.08925093282645946
59,0.00014918319588730355,0.40306554092870783
60,0.249734712537645,0.2746183623813181
61,0.41860274639858375,0.25196952495529956
62,0.030211652513187914,0.3840316360653304
63,0.42310376253963256,0.2351176189023576
64,0.48327826412436536,0.22157249259332445
65,0.01662529353772868,0.41268008414362356
66,0.23337190833368737,0.09472002454067052
67,0.30922482391052597,0.3897764760059701
68,0.4022575858690516,0.42026828293899854
69,0.16205458377669402,0.18767014106484936
70,0.1363691764444681,0.38615337589639864
71,0.27049235782676107,0.31199747096710695
72,0.24103766338613042,0.16713094096486714
73,0.42546161456272813,0.03929938961017854
74,0.008032596315466378,0.03895849897687498
75,0.06628180686145413,0.13903078913035216
76,0.06943182647852808,0.356465241037796
77,0.10022232243530027,0.16803423916751825
78,0.45804832993881206,0.17595952484580124
79,0.03380277549140942,0.0063715986326684515
80,0.29808639949073523,0.029352487689202178
81,0.19457751966464087,0.18155387680126012
82,0.10608704923671297,0.49029054683386164
83,0.03079408814752327,0.44479921236375475
84,0.08774961756606103,0.046156248163775615
85,0.07348770415556771,0.40323374297723547
86,0.3260295728882241,0.20002433212355442
87,0.14983841871361392,0.0025241516337857206
88,0.24542110834066477,0.0159344655066036
89,0.07794756207437814,0.1389079946971563
90,0.3939301335686025,0.18834311873714427
91,0.29503774296347274,0.4659038235607227
92,0.4315671876181355,0.20096273679303778
93,0.12253372136788698,0.30870328014520254
94,0.47610963752029534,0.2492211894373071
95,0.3207513715106529,0.19725281618553225
96,0.322194357892549,0.40030232625440476
97,0.34743084167186566,0.4100506428912425
98,0.39359677515822966,0.34684083861520776
99,0.4450492821684904,0.07151796098193586
