,tx,ty
0,0.133552075495885,0.10177967220135997
1,0.14767479261712424,0.17132290482950907
2,0.017554886927925395,0.2230379669415754
3,0.03430322586191892,0.36259449257219956
4,0.19437987772481335,0.20080006566094255
5,0.19316986209415177,0.1788070946386
6,0.06640115777842936,0.22242310961499356
7,0.2147764832544823,0.3041286302160131
8,0.430899837933822,0.34577226533507144
9,0.4206428450738855,0.2667933563729008
10,0.19960431007059753,0.2846335422662065
11,0.18058864573731626,0.14428510446856535
12,0.3347130662144764,0.0641899675344888
13,0.08291466498670275,0.19273812498543919
14,0.07805972257445148,0.10136567998100077
15,0.4189121930335631,0.13642637985573458
16,0.08688422721665745,0.04482913506421937
17,0.44438579265700184,0.03164048531722585
18,0.02702527614624728,0.11122200862685361
19,0.08379849070388445,0.20865000304124237
20,0.3907872203623981,0.37367052040217175
21,0.3572497981338216,0.18323268689225358
22,0.13950170041333365,0.3837672085132908
23,0.4690770057833049,0.19799617491102595
24,0.08732117460175459,0.35551960744561484
25,0.14196193660663425,0.061031350083737834
26,0.047411569021349464,0.1399883354048086
27,0.13210961078132755,0.2982822437980275
28,0.34793860220068495,0.3100500225109073
29,0.01470877491784961,0.23819436015742212
30,0.1278474049767908,0.1544045207938325
31,0.26839175314557906,0.3531273975870022
32,0.008550627922744525,0.2640454890636619
33,0.2724294828063023,0.053822694763894674
34,0.43159877996914986,0.18360073810386268
35,0.22356339627543775,0.44788691561527116
36,0.3934879734762262,0.38469419510353475
37,0.17157119020099287,0.21011070829165135
38,0.025942798471376705,0.1865315736308446
39,0.2987684439088696,0.10250541444031569
40,0.07089283066626706,0.06602175749435446
41,0.4055496677425765,0.09968728357691248
42,0.014771337861574807,0.3660101656102057
43,0.3930030192252474,0.13396575590905968
44,0.24101803460507654,0.14669175692029057
45,0.41582897848577716,0.12373304429910092
46,0.4104431833631139,0.21929856431897576
47,0.16752211496614677,0.3504415417563962
48,0.1355066701494394,0.1477163294490822
49,0.09912432234618507,0.335252654772745
50,0.2584863747849937,0.15803631893099634
51,0.3042286381254655,0.1199017188395004
52,0.466815525273347,0.24151919735805905
53,0.38181337404184035,0.41398736412710946
54,0.15274605942484243,0.4249966760261401
55,0.0795437240961121,0.14586410525220117
56,0.023067237522056416,0.3262085117757323
57,0.0070613741953025055,0.06250763079522415
58,0.39066355841355005,0.17785001116119759
59,0.4189969581904762,0.21700443922821933
60,0.03133483981454788,0.060915673958533034
61,0.04179148253561493,0.03970189659992229
62,0.03174910113030194,0.13077413217192202
63,0.22839779349885703,0.4541387974177695
64,0.1930972728922029,0.24314239826212258
65,0.05488375910871923,0.060183360961843846
66,0.10400005664305922,0.132816162321447
67,0.07575069933344025,0.13535207655796455
68,0.40754814075411616,0.2531478040396138
69,0.15620899271408462,0.12117862609589736
70,0.3773173875052578,0.37607476021513264
71,0.13879677108342037,0.15504471682562837
72,0.11261276340349013,0.014950506785211815
73,0.2843848209565607,0.3508261140932092
74,0.06949319621446648,0.48900947135634
75,0.2506048787332418,0.21379377268304722
76,0.048893851890426276,0.11742266170030291
77,0.27041760466038056,0.14670520839977996
78,0.230880129321136,0.16453297719282034
79,0.14071910738712745,0.43215365434038233
80,0.2700195011833131,0.07390866673654273
81,0.2410665678649906,0.1840038933517718
82,0.07973950174965694,0.31127205236080613
83,0.11915332460230843,0.31930075339195696
84,0.21406174644893383,0.4966560827122919
85,0.45838465636538217,0.027326206499509453
86,0.2151740600973966,0.32441371342643777
87,0.3244001044047309,0.07020890737483398
88,0.3545700065591859,0.19133999290474435
89,0.06454103238995401,0.28737640106190554
90,0.23135276105810476,0.03312901588358841
91,0.47198518291635594,0.36572655991234626
92,0.026040175454497216,0.12655230546269536
93,0.16111083936900172,0.14515496439281605
94,0.0007563253524125457,0.441288881271916
95,0.2284748282613691,0.2647751878865705
96,0.16025412463814348,0.1802825391130085
97,0.04289782999569525,0.048189777236402165
98,0.2967989684335066,0.10031274260816758
99,0.4772679728660165,0.4502940667374986
