,tx,ty
0,0.18286649312571185,0.11838467743866998
1,0.19391631443075313,0.20588295960634617
2,0.015501618020397345,0.2768036413334098
3,0.042655366001070116,0.3948149711744932
4,0.24419077906262698,0.2278088591918629
5,0.2424980591894123,0.2041116404625002
6,0.08520333587505846,0.26990773444777827
7,0.2613142477067969,0.32495868619152746
8,0.448282352511508,0.35808029504919436
9,0.43819397024726314,0.282888723289769
10,0.245223737325722,0.3119769699161413
11,0.23233815814468667,0.16917351800237734
12,0.3795363142893784,0.06331239368571445
13,0.10681681021535394,0.23805722834120635
14,0.10569558215786878,0.13015607389211636
15,0.4425470954396644,0.14577558448499883
16,0.12354571943371512,0.056091698115828925
17,0.4621456706996785,0.029934880792941432
18,0.03370417754453581,0.15009364036649914
19,0.10833000962169448,0.254500162514914
20,0.417975321018146,0.3789508484474171
21,0.3939399918574062,0.1969908749951324
22,0.18221005926322437,0.3995732853218943
23,0.4752607864180965,0.21671503772589057
24,0.11332277827897008,0.384081410568254
25,0.19457987769737822,0.06405279632099098
26,0.05967095701729669,0.18619887336332724
27,0.16967388056994787,0.3303601703994621
28,0.383014706039181,0.3234044917806992
29,0.013240009733471225,0.291048258882265
30,0.1682024258256088,0.1901232422405994
31,0.313269182734545,0.3661414476225883
32,0.005534940119731657,0.31705637810055104
33,0.3290316975046515,0.04935977349596593
34,0.4490111465516442,0.20002672470832084
35,0.27227669297432405,0.4468550697406173
36,0.4207111991195911,0.39151020498111566
37,0.2178425339090399,0.24057603787576365
38,0.028887743984092995,0.23722504252421073
39,0.3487536403337524,0.11062919596122078
40,0.09972475260109193,0.0846400125503648
41,0.4327004008775085,0.10661948260096565
42,0.015282744870181664,0.4018688514633681
43,0.42305103482765805,0.14315950661872867
44,0.29435436643319646,0.16171960809093028
45,0.4395007225366336,0.13291584724403693
46,0.4311310469315708,0.23610405287745445
47,0.21106028342933092,0.3692119073447167
48,0.18460206553489072,0.1721291407408338
49,0.12619067425242741,0.3680275080367771
50,0.30898714381551484,0.17699201463718106
51,0.35337105099092747,0.1282359692175345
52,0.473125405399961,0.26126704418052793
53,0.40942747079281305,0.4170727127225372
54,0.19535723738229122,0.4316217373548352
55,0.10617104387006471,0.18502826789121607
56,0.02528201506062261,0.36805348852827036
57,0.005898009945450644,0.08893370739899903
58,0.4195880407501455,0.19395559613348334
59,0.43814272847094266,0.2344244915664327
60,0.04204610069731318,0.08259886854092913
61,0.05962810772678828,0.05173801924684873
62,0.036260252773268,0.17500413611138715
63,0.277216621922499,0.4486272117004584
64,0.23820014117363753,0.2740781068382256
65,0.07941064058161468,0.0769711476156903
66,0.1385903798805853,0.16759344803003884
67,0.10121981293713161,0.17644996536780194
68,0.42948646727828355,0.2701551472775438
69,0.20937835562524698,0.13674715524417957
70,0.4071989439518524,0.3849472164596335
71,0.18433834731181403,0.18944343014672899
72,0.16188082621696315,0.008206943662481536
73,0.3283191251875344,0.3626870734624731
74,0.09558933741134473,0.4873462795103705
75,0.29959337036602407,0.23441668155857842
76,0.06202302298146373,0.15557067033647598
77,0.322807556340435,0.15946478562026895
78,0.28341046364065386,0.18340667423570622
79,0.18100004440123563,0.43939818876058195
80,0.32545117608806473,0.07617391701115761
81,0.2920234320720395,0.20571112712010503
82,0.10375468997705878,0.34921130537012496
83,0.1544919377648719,0.3476816313269875
84,0.26209205993000406,0.4813862317682129
85,0.4717385379712002,0.028317919462543195
86,0.2606377299370094,0.3435959846387979
87,0.37272660597209034,0.06924162989297084
88,0.3907125942716953,0.20795377052985103
89,0.0822944571009111,0.3323485227840645
90,0.29325804912652126,0.024937268722030614
91,0.47896722302320976,0.37986167869543264
92,0.02664261905450882,0.16908449309664147
93,0.211255491788241,0.1684092772811832
94,0.0012750986586244628,0.45684272834800876
95,0.2739062759657275,0.2878222174541943
96,0.2070942856493096,0.21212280158687463
97,0.060978869079462705,0.06359994903748828
98,0.34844686407814307,0.10660521490263264
99,0.48480457148261863,0.4528190841977468
